time,Sum_steel_outflow,Sum_conc_outflow,Sum_engwood_outflow,Sum_dimlum_outflow,Sum_masonry_outflow
2017,0.0005000054767866675,0.0002595680311673433,0.000731282487734451,0.001655856804872731,0.0
2018,0.0006042413854898872,0.00031368005939954934,0.0008837326085322747,0.0020010525044798846,0.0
2019,0.0007237063793236212,0.00037569801271810456,0.0010584560476833349,0.0023966821025076888,0.0
2020,0.0008597669475279956,0.0004463314887946878,0.0012574515328049195,0.0028472713619177993,0.0
2021,0.0010138407812263872,0.0005263169934630056,0.0014827929389948375,0.003357516212950692,0.0
2022,0.0011873950415400292,0.0006164171243455322,0.0017366268207003094,0.0039322771668114116,0.0
2023,0.0013819450172896798,0.0007174200086941865,0.0020211705503623677,0.004576575104595988,0.0
2024,0.0015990546830020893,0.0008301399052329098,0.002338713371426015,0.005295593670090395,0.0
2025,0.0018403343376651802,0.0009554160813058949,0.0026916130194001315,0.006094671621413423,0.0
2026,0.0021074373993907407,0.001094111217537749,0.0030822910778903934,0.006979292317127558,0.0
2027,0.002402057681093949,0.0012471101426902976,0.0035132290925317194,0.007955074920385899,0.0
2028,0.002725926535591217,0.0014153185369444254,0.003986964512712317,0.009027765213774847,0.0
2029,0.003080809882652618,0.0015996616189706055,0.004506086482287535,0.010203226072937143,0.0
2030,0.003468504610982191,0.0018010825142971607,0.005073230709136386,0.011487425854103325,0.0
2031,0.0038908342276129542,0.0020205402333863857,0.005691073221594235,0.01288642426065702,0.0
2032,0.004349643753701555,0.002259007264633489,0.006362323012478724,0.01440635569042788,0.0
2033,0.004846793464989642,0.0025174665329452234,0.007089712962556815,0.016053408685975646,0.0
2034,0.005384151133828115,0.002796907508901982,0.007875988524699135,0.0178338003126893,0.0
2035,0.005963583491333734,0.0030983219282221075,0.008723895262644889,0.019753747943119324,0.0
2036,0.006586947023183373,0.0034226992009316433,0.009636165418159108,0.021819438841281014,0.0
2037,0.007256077989546562,0.0037710214482607612,0.010615503341214713,0.02403699717229359,0.0
2038,0.007972781498830305,0.004144258058366743,0.011664569526386875,0.0264124478556131,0.0
2039,0.008738819505732189,0.004543359676615902,0.012785963060406804,0.02895167682002915,0.0
2040,0.009555897940255138,0.004969251779668416,0.013982202792736922,0.03166038836682208,0.0
2041,0.01042565299948957,0.005422827862204524,0.015255707276273543,0.03454405974772704,0.0
2042,0.011349636578393435,0.005904942225329563,0.01660877344085296,0.03760789287308306,0.0
2043,0.01232930085332728,0.006416402381485736,0.01804355401810187,0.04085676319206509,0.0
2044,0.013365982046540378,0.006957961098460779,0.019562033757395937,0.044295165834949864,0.0
2045,0.014460883380710181,0.007530308084174579,0.021166004444053328,0.04792715904254108,0.0
2046,0.015615057268763308,0.008134061337711416,0.022857038784481018,0.05175630502923236,0.0
2047,0.016829386809968087,0.008769758207474448,0.024636463260994754,0.05578560851224894,0.0
2048,0.018104566705952944,0.009437846231881935,0.026505330121286884,0.06001745328052092,0.0
2049,0.0194410837244126,0.010138673842536895,0.028464388688172075,0.06445353722342423,0.0
2050,0.02083919678361997,0.010872480940477443,0.030514056096205368,0.0690948060608414,0.0
2051,0.022298916796130202,0.011639389409557435,0.03265438765729077,0.07394138623222722,0.0
2052,0.023819986445932112,0.012439393654513745,0.03488504711000654,0.07899251752147574,0.0
2053,0.025401860043487948,0.01327235119567196,0.037205276966115974,0.08424648590118967,0.0
2054,0.02704368363607195,0.01413797337375476,0.03961386921580405,0.08970055718879982,0.0
2055,0.028744275721003215,0.015035816414754342,0.042109136895751985,0.09535091265558453,0.0
2056,0.030502108849476215,0.015965273014872265,0.044688886939661825,0.1011925875386643,0.0
2057,0.032315292403334216,0.016925564582137953,0.04735039472411864,0.10721941339091803,0.0
2058,0.03418155688237972,0.017915734328419055,0.05009038080143948,0.11342396538193669,0.0
2059,0.03609824005726712,0.01893464141230874,0.05290499033684359,0.11979751572130487,0.0
2060,0.038062275284311456,0.019980956235151698,0.05578977568642384,0.1263299941928598,0.0
2061,0.04007018233818986,0.02105315706201599,0.058739682636851545,0.1330099569795504,0.0
2062,0.04211806114664023,0.022149528169400457,0.06174904086779353,0.13982456504910845,0.0
2063,0.04420158883271001,0.02326815974776775,0.06481155922824679,0.14675957343909046,0.0
2064,0.046316020466224066,0.024406949781119503,0.06792032641272842,0.15379933276794586,0.0
2065,0.04845619386606939,0.025563608042808512,0.07106781753963352,0.16092680410976637,0.0
2066,0.050616538812502145,0.02673566238481178,0.07424590715771578,0.1681235884237216,0.0
2067,0.05279109101786134,0.027920467501958486,0.07744588919025291,0.17536997169199978,0.0
2068,0.054973511160884836,0.02911521631716417,0.08065850426457709,0.1826449867800725,0.0
2069,0.05715710925127808,0.030316954114568695,0.08387397481850387,0.18992649290592456,0.0
2070,0.059334874571845095,0.03152259556744405,0.08708204834479681,0.19719127353594165,0.0
2071,0.06149951136722517,0.03272894474918461,0.09027204902218441,0.2044151532702082,0.0
2072,0.06364348037228314,0.03393271817105762,0.09343293787111295,0.21157313403021863,0.0
2073,0.06575904622648769,0.03513057090106794,0.0965533815017271,0.2186395507017119,0.0
2074,0.06783833072169038,0.036319125760029734,0.099621829377995,0.22558824606029432,0.0
2075,0.0698733716292994,0.03749500538498501,0.10262659923590675,0.23239276416061955,0.0
2076,0.07185618679836409,0.03865486697695244,0.10555597021000707,0.23902656118007573,0.0
2077,0.07377884311783979,0.03979543951775645,0.10839828307782103,0.24546323238015175,0.0
2078,0.07563352981147659,0.04091356317322357,0.11114204684985358,0.2516767534368413,0.0
2079,0.07741263540304909,0.04200623052672197,0.11377605074253085,0.2576417339605378,0.0
2080,0.07910882754689898,0.04307062919535287,0.11628948036444654,0.26333368055721434,0.0
2081,0.0807151347977894,0.044104185320277295,0.11867203676947784,0.26872926638231226,0.0
2082,0.08222502927597852,0.045104607360078215,0.12091405685786474,0.2738066037482127,0.0
2083,0.08363250910889566,0.046069929611389414,0.12300663349477677,0.27854551609319733,0.0
2084,0.08493217942138505,0.04699855480838891,0.12494173355700727,0.282927805260121,0.0
2085,0.08611933044484454,0.04788929491704475,0.12671231183339632,0.2869375093882669,0.0
2086,0.08719001131910971,0.04874140930001681,0.12831241870442883,0.2905611467210311,0.0
2087,0.08814109814189498,0.04955463942716547,0.1297372994969758,0.2937879405651044,0.0
2088,0.08897035472287906,0.05032923915129351,0.13098348327399353,0.29661002032901823,0.0
2089,0.08967648453592557,0.051065999588491305,0.1320488588704039,0.2990225936850868,0.0
2090,0.09025917265997235,0.05176626803843658,0.13293273640051192,0.3010240858348516,0.0
2091,0.09071911645670942,0.05243196020725982,0.133635892410004,0.3026162417403963,0.0
2092,0.09105804382040328,0.05306556498720963,0.13416059697501362,0.30380418747718196,0.0
2093,0.0912787180790609,0.0536701412507029,0.13451062139922748,0.30459644765250443,0.0
2094,0.0913849288281398,0.054249306221688096,0.13469122545329817,0.3050049164976982,0.0
2095,0.09138146804880075,0.05480721485309868,0.13470912321503314,0.3050447805018319,0.0
2096,0.09127409124320018,0.05534852997305584,0.13457242711328102,0.30473439168672734,0.0
2097,0.09106946366267511,0.055878383223866644,0.13429057027349536,0.30409509174383087,0.0
2098,0.09077509204171795,0.0564023270625202,0.13387420775082706,0.30315098835819987,0.0
2099,0.0903992425828878,0.05692627832905869,0.1333350977190694,0.30192868613756924,0.0
2100,0.0899508462231739,0.05745645405909367,0.132685964102186,0.30045697551262873,0.0
