time,Sum_steel_stock,Sum_conc_stock,Sum_engwood_stock,Sum_dimlum_stock,Sum_masonry_stock
2017,3.6678942584716796,1.8958341000353511,5.301899953633668,12.24587046765082,0.0
2018,3.7342756032618554,1.9344587649398666,5.402525120275447,12.478072059494805,0.0
2019,3.7893625687834,1.9664522331185412,5.486090425317895,12.670838438201802,0.0
2020,3.7885003970720987,1.9660072914296147,5.484844810427744,12.667961401399397,0.0
2021,3.863600360612105,2.0092044457900187,5.598983416016776,12.931006595148657,0.0
2022,3.8920451976987818,2.0255091800095046,5.642327500959937,13.030825346862017,0.0
2023,3.9215292767012713,2.0422711698950673,5.687339002778693,13.134400154033539,0.0
2024,3.967543506434075,2.0681353805816767,5.75767630823864,13.296098424552634,0.0
2025,3.997934990566447,2.0850362137561116,5.804306147897433,13.403150707216241,0.0
2026,4.0936436951436095,2.1373667134335537,5.951246193630273,13.740011342475839,0.0
2027,4.1857060234096535,2.1868848986788176,6.093107554065291,14.064471920279676,0.0
2028,4.273914771026918,2.233391144068778,6.229648356848986,14.375837777580928,0.0
2029,4.358119078524897,2.2767338652842573,6.360712945768875,14.673599386729343,0.0
2030,4.438235267273817,2.316818436352043,6.486246396926968,14.957469192308025,0.0
2031,4.471375283923058,2.332790271746855,6.538843984916318,15.075615754646163,0.0
2032,4.502532533285462,2.3471817568072857,6.5887790431607485,15.187100907309755,0.0
2033,4.531750557682353,2.3600230295737927,6.636134590467768,15.292072217744304,0.0
2034,4.55909837288031,2.3713652732046984,6.681030013112338,15.390762853596943,0.0
2035,4.58466483290804,2.3812761000524154,6.723612822671278,15.483472774985279,0.0
2036,4.608196796437519,2.389694989204922,6.763466232738372,15.569275492161719,0.0
2037,4.630178487342511,2.396860154707045,6.8013748384642225,15.649880311540901,0.0
2038,4.650718681322163,2.4028559635863234,6.837513620978517,15.725654957290184,0.0
2039,4.66992324102309,2.407764359138098,6.872053442143183,15.796957602909993,0.0
2040,4.687891719144766,2.4116620091191074,6.905156421997997,15.86412538156136,0.0
2041,4.701723111271197,2.4137073495685155,6.931817487479947,15.916688611580216,0.0
2042,4.714575176462567,2.4149384770050704,6.95741313799237,15.966009919181776,0.0
2043,4.726505797175427,2.415397747144933,6.982047014392973,16.012286781127326,0.0
2044,4.737564464429613,2.4151202811889907,7.005812141515404,16.05568811486377,0.0
2045,4.7477927132633315,2.4141343025609845,7.028791701660088,16.09635560998465,0.0
2046,4.7558796000793775,2.4121242212750054,7.048646619516487,16.12955714990825,0.0
2047,4.763218851061399,2.4094581590138535,7.067868940889195,16.160318511306066,0.0
2048,4.769829402458067,2.4061448735153106,7.086514258426025,16.18870342775353,0.0
2049,4.775725832501874,2.402189177889047,7.104633812708109,16.214759962906264,0.0
2050,4.780919078256128,2.3975925532736224,7.122275538998863,16.238522781858066,0.0
2051,4.784822498204178,2.392219608194187,7.138384120170624,16.257880533595475,0.0
2052,4.7880370587035905,2.38620302877026,7.1540950583339615,16.27499010681581,0.0
2053,4.790565982848043,2.379537211372247,7.169450519204552,16.28985617578386,0.0
2054,4.79241123090482,2.372215352944468,7.184492607429118,16.302477467179838,0.0
2055,4.793573909918111,2.364229852085174,7.199263847023246,16.31284800521178,0.0
2056,4.7940642354688014,2.355574737787052,7.213825824251289,16.32099244081151,0.0
2057,4.79387300163325,2.346239797781286,7.22820477656262,16.326864012791084,0.0
2058,4.793000727471254,2.3362171184364104,7.242446340251641,16.330448549492637,0.0
2059,4.791448250098146,2.325499283423599,7.256597471294044,16.33173067899503,0.0
2060,4.78921692525999,2.314079638199968,7.270706435850885,16.330694432802503,0.0
2061,4.785869244632153,2.3018602842789315,7.283964703155548,16.325769217256692,0.0
2062,4.781843820566548,2.2889286437546508,7.297264732475643,16.318486173953172,0.0
2063,4.777144436113057,2.2752817241986953,7.310657472652036,16.308830555008797,0.0
2064,4.771775956998563,2.2609181942929606,7.3241943628602115,16.29678888370823,0.0
2065,4.7657444251843994,2.2458385710977855,7.337926943208155,16.28234934273696,0.0
2066,4.759977904822763,2.2302362749872118,7.3537497425457765,16.268727429161597,0.0
2067,4.753562308912144,2.2139241628442172,7.3698842391724,16.25267038672252,0.0
2068,4.746507913109476,2.1969093690415504,7.3863798174454285,16.234174364136784,0.0
2069,4.738826428552705,2.179201486878429,7.403283802678438,16.213238779236313,0.0
2070,4.730531060365337,2.1608126880271286,7.42064087807331,16.189866808616856,0.0
2071,4.718456671166924,2.14110411155094,7.431967129876169,16.153046076716038,0.0
2072,4.705790392259947,2.120746867806786,7.443746246100884,16.113825230504695,0.0
2073,4.692549885419181,2.0997612790214197,7.456011633697772,16.072221533612897,0.0
2074,4.678754614008121,2.078170550492524,7.468792363414543,16.028258463069513,0.0
2075,4.6644259164932595,2.056000789653518,7.482112779634598,15.981966424183376,0.0
2076,4.650711870410274,2.0335107828555894,7.498351311456321,15.937239409567047,0.0
2077,4.636511265454463,2.01050175888419,7.515178683491479,15.890244937008875,0.0
2078,4.621851678176832,1.987008437044706,7.5326031244150755,15.841039362613932,0.0
2079,4.606762875121685,1.9630682454339232,7.550627441291211,15.789689125556624,0.0
2080,4.59127690350393,1.9387211983570802,7.569249207180833,15.736271552147281,0.0
2081,4.571441909570437,1.9131996567137988,7.579936784553767,15.667361167620848,0.0
2082,4.551257655046528,1.8873550661700251,7.591094822141073,15.59655256006753,0.0
2083,4.530763750235678,1.8612340923960577,7.602711183630455,15.52396022834279,0.0
2084,4.5100024530209515,1.8348851695053063,7.6147710408621965,15.449712144819102,0.0
2085,4.489018689464517,1.8083582067653898,7.627257663489568,15.37395009223377,0.0
2086,4.46854513428833,1.781842942104155,7.641640639148571,15.299128813137049,0.0
2087,4.447943779319265,1.7552517318736425,7.656415801121873,15.223099554811634,0.0
2088,4.427267293756413,1.7286368377503882,7.6715654268567866,15.146045870778531,0.0
2089,4.406570657152389,1.7020504987977212,7.687073525524675,15.068164226753803,0.0
2090,4.385910927287587,1.6755444901682743,7.702926720864157,14.98966306464174,0.0
2091,4.3621824112718715,1.64853094994345,7.712164355102792,14.900241112778524,0.0
2092,4.3385744722252815,1.6216914839384444,7.721627143505458,14.810565283299884,0.0
2093,4.315148973703434,1.595073755347721,7.73131754175148,14.720871998867914,0.0
2094,4.291968196471694,1.568723080931214,7.741242915796293,14.63140247326985,0.0
2095,4.269094211972194,1.5426819612617477,7.751415598039253,14.542400084405068,0.0
2096,4.246504422575435,1.5169727552060768,7.761667243602468,14.453831159416199,0.0
2097,4.2243428518115955,1.4916480434673245,7.772206045799912,14.366214008635657,0.0
2098,4.202666528956539,1.466739293600507,7.783057317371739,14.279780080931562,0.0
2099,4.181529183403753,1.442273565473542,7.794249255510751,14.194750196036676,0.0
2100,4.160980408452595,1.4182732378575804,7.805811895586502,14.11133112877713,0.0
