time,Sum_steel_stock,Sum_conc_stock,Sum_engwood_stock,Sum_dimlum_stock,Sum_masonry_stock
2017,6.167282591767226,38.27324097464621,6.057246109312568,13.248738836260673,17.418584354248978
2018,6.262632563572784,39.07123328471926,6.147241877397597,13.48635843165232,17.614558098838344
2019,6.342611652364489,39.74668484200232,6.222598787307401,13.685753195021096,17.778591219176793
2020,6.341159449948242,39.737710543230996,6.221171948750258,13.682638270512014,17.77447939295008
2021,6.631268798665502,42.199528464703384,6.495432833344342,14.404657436542905,18.37101859502047
2022,6.712759158304784,42.89303772647156,6.572589017853664,14.607853771482672,18.537239789538482
2023,6.775706464870668,43.427175161733274,6.632175987172356,14.764949871801571,18.664870066590836
2024,6.891451313530969,44.41638709544742,6.7430087785616974,15.056071739619801,18.902982844055707
2025,7.009627705135796,45.43498692895871,6.85697284992016,15.355086496678274,19.147049258595864
2026,7.114472249419179,46.327510720667455,6.9581176901106625,15.6202900061286,19.36250748213378
2027,7.2197320181681715,47.24430008402941,7.059332816579858,15.885256956235263,19.577045820264818
2028,7.3268355715536675,48.15707041698466,7.160661482263091,16.149979096022683,19.790560867941416
2029,7.434879122822458,49.06787814796534,7.261872387859976,16.414443604563562,20.00293241182566
2030,7.543140803745674,49.975528277982974,7.36324995690329,16.678631543382227,20.214019958739097
2031,7.618486194529954,50.61749754553555,7.4334329056586865,16.861462224472387,20.357110847863957
2032,7.694166739086877,51.263376283985394,7.503795684650979,17.04383760920303,20.498621425248785
2033,7.77002346803095,51.91331208025293,7.574428897725375,17.225739262157415,20.63838197581312
2034,7.844706936904448,52.56708307092426,7.645441915848033,17.407137650514343,20.776191576719363
2035,7.9191849664521765,53.22453166246581,7.7169663057732665,17.58798928565033,20.911812112050555
2036,7.983729880955265,53.80169538942167,7.779211323324074,17.743803909303022,21.025262904005583
2037,8.04996947480527,54.38747781695255,7.842244027808854,17.89912367476434,21.136186272862965
2038,8.11784346028621,54.98341633140747,7.906430286928616,18.053857622704086,21.244223654328774
2039,8.185652892719945,55.591473349470604,7.971863720101698,18.207888909064483,21.348954904283595
2040,8.254405475835737,56.21444333916537,8.038725753242792,18.36107140013328,21.44989156958922
2041,8.325597060626995,56.87467839002612,8.10847529938058,18.515783023713016,21.548439494241507
2042,8.398121265174243,57.55526685316247,8.18027205002885,18.66911504637949,21.641855949888367
2043,8.472677948778445,58.250507494616414,8.25450331700565,18.820823031834067,21.72942742153548
2044,8.549822221765588,58.959542236540514,8.331853619120508,18.970632794445574,21.8103733603528
2045,8.63074452917669,59.71074518315582,8.412832701462401,19.11824664251115,21.88385988533888
2046,8.70662236768006,60.407341139170924,8.489785555801543,19.248757784969875,21.938942012691783
2047,8.785624803716022,61.1495158587148,8.570998908907718,19.376742240290163,21.98535237683782
2048,8.865631063145605,61.9386966109412,8.656946030556718,19.501913130698583,22.022272295684672
2049,8.946822847038508,62.768517851544395,8.74813962324245,19.624010048572103,22.04893745967928
2050,9.03486843257438,63.601596683177966,8.844254974378309,19.74281379139664,22.064669891638815
