time,Sum_steel_stock,Sum_conc_stock,Sum_engwood_stock,Sum_dimlum_stock,Sum_masonry_stock
2017,10.800479816722637,41.85691795397323,13.646520816237587,26.092637353956455,17.41835854338755
2018,10.978059015847698,42.7226800249872,13.88814548609842,26.58657296892624,17.613871243129182
2019,11.127101748352652,43.45041879538723,14.090922953189267,27.00106907522816,17.777430574110852
2020,11.12456013511172,43.44059398529475,14.087714057059676,26.994938103039544,17.773318747909343
2021,11.598357104940467,45.754146496513606,14.731273241326527,28.308661152096843,18.293448665819742
2022,11.73587465203274,46.42909084172956,14.918178693667745,28.69040630891248,18.442701360075674
2023,11.846991673671493,46.97649941747066,15.069184791265108,28.99880802796058,18.56230649851647
2024,12.04887834540476,47.96999433251363,15.343000869565113,29.557107749642316,18.780270570770785
2025,12.246518959795837,48.94542594595927,15.610782881257386,30.102652953932697,18.992328157656353
2026,12.510160415689144,50.24873058561881,15.967335066892105,30.827954866522074,19.274307767384407
2027,12.773954323093395,51.5575794808876,16.323489472854252,31.551448445680517,19.554245407809432
2028,13.038050507760794,52.87362684552972,16.679310934489543,32.273036885723165,19.831886056319405
2029,13.302623384354083,54.19882108572427,17.03486846382793,32.99258353358393,20.10692321586966
2030,13.567876387836778,55.53545540103093,17.390236193039637,33.709905407387964,20.378990777659652
2031,13.737440970227844,56.4007952813951,17.61684236142298,34.16640079712648,20.54771343930231
2032,13.907753186610897,57.27780940060379,17.84342304697901,34.62112844218767,20.713570571704892
2033,14.079036006846506,58.16904261579779,18.070055529275635,35.07387314168081,20.87614643478934
2034,14.251547410531193,59.07744401008027,18.296825018072337,35.52437028040752,21.0349587085996
2035,14.42558313410638,60.0063988751071,18.523825102313047,35.97230130780223,21.189453179682204
2036,14.570650983690589,60.79742060296677,18.711406018522023,36.339657827755964,21.310442416068526
2037,14.717752930589644,61.61387202820104,18.89955975403164,36.70456834989454,21.42658617349803
2038,14.867252773742893,62.45992840923264,19.088395698919754,37.066619703154814,21.537198700315688
2039,15.019545030003746,63.34011374443665,19.278031200226053,37.42535905264292,21.641538499498722
2040,15.175047836733528,64.25921587620842,19.46859066912259,37.78030656513091,21.73882310413797
2041,15.337807099952782,65.24276061687698,19.66459089591531,38.13906208091476,21.830896450129874
2042,15.504654585803106,66.27552912818749,19.861730138169595,38.49284812941409,21.914156935452713
2043,15.676010582572166,67.36227443729177,20.060146278171267,38.84122991177138,21.98784419721914
2044,15.85226394755102,68.50735784726908,20.259976965038533,39.18384249931045,22.05127016024222
2045,16.033757610707156,69.71457709184006,20.461357528022816,39.52041572989152,22.103848516342886
2046,16.22975200896941,71.04291866131952,20.674480011352376,39.8678028085972,22.149558472243438
2047,16.43161385708389,72.44044791352236,20.88938935282568,40.20861779015648,22.183298866684325
2048,16.63949257049735,73.90861412882889,21.106204947862985,40.542966999069485,22.204900814008685
2049,16.853472830299484,75.44808924211388,21.325039043974204,40.87107597172933,22.214331442932526
2050,17.073582703623476,77.05886904088227,21.545996757938422,41.193271244747244,22.211675233575377
2051,17.280277305028097,78.61080579244258,21.748689238360264,41.4781357153808,22.19104072185769
2052,17.4928746213058,80.23037244189938,21.953729904078344,41.75842931452538,22.15920347049689
2053,17.711324169027094,81.91666553853717,22.161205107736183,42.0345858657429,22.116393792261594
2054,17.935561418215077,83.66863568406153,22.37119431332794,42.307045291156726,22.062861623408146
2055,18.165514609251513,85.48517551015568,22.5837694681017,42.576235944632124,21.998859525009813
2056,18.412179380838403,87.44108675503716,22.810181684961606,42.85902293209143,21.926978017405247
2057,18.664435770860898,89.45986303594198,23.03927053480129,43.13915776026917,21.84496731842525
2058,18.922201444850838,91.54039406257145,23.27107815978568,43.41698220205912,21.75304810421716
2059,19.18539489593834,93.68163676139027,23.50563378190533,43.69278832333293,21.651414284343137
2060,19.45393337937614,95.88259806179148,23.742951804116192,43.96681610049651,21.54023401339291
2061,19.735662450246107,98.19745381124518,23.990914238667937,44.25055969506282,21.42099602628984
2062,20.022515379225606,100.56988373394013,24.241561064636336,44.53273494644676,21.292438359515693
2063,20.314384980486572,102.99883430217464,24.494851138044684,44.81343114078567,21.15467867607227
2064,20.611149925823156,105.48317547481803,24.750720706534555,45.09268567275437,21.00782354700559
2065,20.912671196289406,108.02166378506466,25.00908168324898,45.370485638276584,20.851973426756885
2066,21.214176121006748,110.58066838608323,25.265265520712177,45.640306036192094,20.686523444076272
2067,21.520104852625387,113.19091833911031,25.52370022034814,45.90853021603116,20.51229018031123
2068,21.83024742475583,115.85064075160366,25.784216351070363,46.175003707836794,20.329382287869368
2069,22.14436534421971,118.55783057288401,26.04661575060541,46.43952983643209,20.137920235290235
2070,22.462190145433354,121.31023222944641,26.310671297263394,46.701872124173825,19.93803985250394
2071,22.798267568412815,124.20929115114077,26.59074867488222,46.98242344282613,19.73206765779982
2072,23.137282590355216,127.1472955563864,26.87180103833371,47.260001175512066,19.51797697297078
2073,23.47887595564016,130.12118817207926,27.153520111297613,47.534272538814136,19.29596960658781
2074,23.82265889385731,133.12764204767694,27.435572418390755,47.80487780773137,19.06627297390113
2075,24.16821485284871,136.1630692082437,27.717601571649908,48.07143487054284,18.82914192166917
2076,24.516992498030184,139.23688536503067,28.001091502038324,48.33616986339549,18.585132386913244
2077,24.86662964816655,142.3317284496604,28.283781204862777,48.596035087525216,18.33428434839619
2078,25.216643883220815,145.44333881254923,28.565265109656362,48.85061426808594,18.076942348192354
2079,25.56653881386949,148.56728868826488,28.84512950222346,49.099492289420425,17.813481983955768
2080,25.915809130718316,151.69901907796782,29.122957526269374,49.34226233633612,17.54430989677852
2081,26.281502360116342,154.95695862873794,29.415604494411912,49.6028928295628,17.27237589085953
2082,26.645341615342577,158.21183544576118,29.705182138515795,49.85635670732467,16.995602308395846
2083,27.006833654109453,161.4589868909329,29.991301742883458,50.10232366850312,16.71448588063691
2084,27.36550098060384,164.6938076482913,30.273594887488976,50.34050292616856,16.42955045358707
2085,27.72088865152408,167.91180352568247,30.551719733369612,50.57065115165779,16.14134507722358
2086,28.036419085089506,170.85517739300883,30.789809266429604,50.74243540873075,15.845279425175486
2087,28.34801530974477,173.77441281370974,31.023309622830833,50.906099060041484,15.547132153433328
