time,Sum_steel_outflow,Sum_conc_outflow,Sum_engwood_outflow,Sum_dimlum_outflow,Sum_masonry_outflow
2017,0.0008447126062272703,0.0052033124849002995,0.0008316077166732403,0.0018115139597592795,0.0023912759735324842
2018,0.0010208094115082224,0.0062880443791745325,0.0010049725523282073,0.0021891593490731918,0.002889784053537457
2019,0.0012226333733318597,0.007531251989156968,0.001203665412864217,0.0026219774715469848,0.003461122503126796
2020,0.0014524884726335198,0.008947127517891125,0.001429954535223407,0.0031149092900686964,0.004111813604782655
2021,0.0017127581365956141,0.010550352546704436,0.001686186370167842,0.0036730661426777516,0.0048486045431743625
2022,0.002005900563118643,0.012356069236083473,0.00197478097967017,0.00430171971598843,0.005678454168619021
2023,0.002334443688601222,0.014379849331599453,0.002298227083777384,0.005006291253996362,0.006608518749610725
2024,0.0027009797023304374,0.016637660380990998,0.0026590766622880003,0.00579233979526306,0.0076461364399150284
2025,0.003108159023719194,0.019145828648195248,0.003059939029445324,0.006665549259019882,0.008798810222050063
2026,0.0035586836641062314,0.021920998244554183,0.003503474305585804,0.00763171421279253,0.010074189104306757
2027,0.004055299897536732,0.024980086014081342,0.003992386212541381,0.008696724159839282,0.011480047355898974
2028,0.004600790166192342,0.02834023171791057,0.004529414121178864,0.00986654618741388,0.013024261568111274
2029,0.005197964147165955,0.03201874306947119,0.00511732428101345,0.011147205819279542,0.01471478533201001
2030,0.00584964890837762,0.03603303517912409,0.0057589001637400866,0.012544765918126729,0.01655962132597414
2031,0.006558678083029132,0.04040056397734553,0.006456931855488175,0.014065303487200677,0.018566790610182238
2032,0.007327879994172444,0.04513875319910758,0.00721420443640744,0.015714884225139947,0.020744298930795917
2033,0.008160064663884062,0.05026491453051829,0.008033485290879367,0.017499534694348017,0.0231000998441948
2034,0.009058009645383688,0.05579616054227118,0.008917510297418718,0.019425211971535395,0.025642054481764296
2035,0.010024444621197334,0.06174931006402304,0.009868968853627872,0.02149777065924305,0.028377887788910407
2036,0.011062034716448082,0.06814078569045125,0.010890487698780284,0.02372292715006063,0.03131514108835039
2037,0.012173362483679069,0.0749865031546473,0.01198461350514659,0.026106221050912003,0.03446112083825682
2038,0.013360908524553895,0.08230175235954673,0.013153794219328906,0.028652973693981586,0.03782284348076695
2039,0.014627030724415006,0.09010106992307661,0.014400359146863061,0.03136824368354577,0.04140697630611764
2040,0.01597394208828375,0.09839810317028358,0.015726497787364777,0.034256779455128235,0.04521977429298662
2041,0.01740368718142951,0.10720546559469352,0.01713423744347536,0.0373229688544275,0.04926701292646182
2042,0.018918117194489967,0.11653458391467174,0.018625419645217953,0.04057078577958937,0.053553917042388106
2043,0.02051886367214055,0.1263955369671994,0.020201675451997053,0.04400373397123261,0.05808508580033385
2044,0.022207310965869875,0.13679688681373803,0.021864399717566083,0.0476247880806874,0.06286441394800184
2045,0.023984567495402,0.1477455025800446,0.023614724428799985,0.05143633219831908,0.06789500960754863
2046,0.025851435929720504,0.15924637771403313,0.02545349125706343,0.05544009608053721,0.07317910888867615
2047,0.02780838242787872,0.1713024415250995,0.027381223491548038,0.0596370893764354,0.07871798771565465
2048,0.029855505111147117,0.18391436606104813,0.02939809755694221,0.06402753422252355,0.08451187134412765
2049,0.03199250197217679,0.19708036958808778,0.031503914353303575,0.06861079664681707,0.09055984213957895
2050,0.03421863846300184,0.21079601816150706,0.033698070693705694,0.07338531730124172,0.0968597462915218
2051,0.0365327150419885,0.22505402700943644,0.035979531154898124,0.0783485421231621,0.1034081002455112
2052,0.038933034999825186,0.23984406369772812,0.038346800697611996,0.08349685361248921,0.11019999774796835
2053,0.04141737292591807,0.2551525552971136,0.04079789845591993,0.08882550349932626,0.11722901851551716
2054,0.04398294421871176,0.27096250203251887,0.04333033313854548,0.09432854766727945,0.12448713965950324
2055,0.04662637608577927,0.2872533001538642,0.04594108052879088,0.09999878428820944,0.1319646511162572
2056,0.04934368052136161,0.30400057702413413,0.048626563612895045,0.10582769621371696,0.13965007645182653
2057,0.05213022978959032,0.32117604166880676,0.05138263590854537,0.11180539875552495,0.14753010052485177
2058,0.05498073497980422,0.3387473542642503,0.05420456860462794,0.11792059406839048,0.15558950559945003
2059,0.05788922823529839,0.3566780182559421,0.057087042159481995,0.12416053342401978,0.16381111759902234
2060,0.06084904928713884,0.37492729898180926,0.06002414303623777,0.13051098872891487,0.17217576427820563
2061,0.06385283694916985,0.3934501728245283,0.06300936627925857,0.1369562346914235,0.18066224716002638
2062,0.06689252624756117,0.4121973110196923,0.06603562465367167,0.14347904307966416,0.1892473291350364
2063,0.06995935198997472,0.4311151022961371,0.06909526507889262,0.15006069052974003,0.1979057396442819
2064,0.07304398080965233,0.4501457185097252,0.07218009308545016,0.15668098135931238,0.20661019936446798
2065,0.0761361917078667,0.469227227343868,0.07528140601035738,0.16331828681155966,0.2153314662768558
2066,0.07922521671353544,0.4882970942732488,0.0783900356183868,0.1699496020957833,0.2240384049271403
2067,0.08230190871511903,0.5072835201931405,0.08149640079282418,0.17655062249965223,0.2326980805672239
2068,0.08535376294128129,0.5261131656919139,0.08459057087842896,0.18309583972172278,0.24127587970790276
2069,0.08836747485085684,0.5447099853720371,0.08766234017948052,0.18955865940796293,0.24973565839961012
2070,0.09133026750678298,0.5629952338943262,0.09070131401593737,0.1959115406707169,0.2580399192943934
2071,0.0942290084676794,0.5808879305715914,0.09369700661965548,0.2021261581207235,0.26615001822315965
2072,0.09705029719756937,0.5983053889483921,0.09663895100931659,0.20817358665119481,0.27402640064693345
2073,0.09978055479781853,0.6151638110321083,0.09951682081698475,0.21402450887776944,0.28162886790945063
2074,0.10239631044481191,0.6313789447447787,0.10232056385070194,0.21964944475947307,0.28891687273118566
2075,0.10489203481800027,0.646867699271032,0.10503401644172954,0.22501900250615942,0.29584984284581867
2076,0.10725411468460488,0.6615466887291993,0.10764210305224749,0.23010414942003485,0.30238753109226923
2077,0.10946923723657916,0.6753336130636124,0.11016126371160127,0.2348765008276248,0.30849038964609143
2078,0.11152453271441454,0.6881179272048875,0.11256252366002278,0.2393086247402216,0.31411996541096393
