time,Sum_steel_outflow,Sum_conc_outflow,Sum_engwood_outflow,Sum_dimlum_outflow,Sum_masonry_outflow
2017,0.0014845881160406708,0.005716201275187655,0.0018449552591939256,0.0035756445447877616,0.0023912759735324842
2018,0.0017940794991321033,0.00690785511059182,0.002229572215817365,0.004321057494866474,0.0028897841169125238
2019,0.002148787983720226,0.008273612571015205,0.0026703823573651308,0.00517537680095448,0.003461124232822924
2020,0.0025527697278698303,0.009829098123478533,0.0031724270866118074,0.006148374318893456,0.004111826226705993
2021,0.003010231151337437,0.011590525274178918,0.003740935556523415,0.0072501877573847694,0.004848656659455284
2022,0.0035255233926821815,0.013574677866697056,0.004381318036897332,0.008491308318044878,0.005678608464508321
2023,0.004103138384398269,0.015798899840295123,0.005099161505310052,0.009882573055271932,0.006608892126723367
2024,0.004747710396448479,0.018281112243366766,0.005900232630680263,0.011435172717262413,0.007646932488090788
2025,0.0054640088493326305,0.02103978894640207,0.006790469166046572,0.013160635686005938,0.008800355434379344
2026,0.006256928515072716,0.024093920805903078,0.007775967949750938,0.015070805056088718,0.010076971139764437
2027,0.0071314811228169106,0.02746298786040564,0.008862974901551178,0.017177820050563123,0.011484758227431982
2028,0.008092785702711141,0.03116692678288538,0.010057873459228768,0.019494094422071576,0.01303184583911486
2029,0.009146056620435371,0.035226088648423255,0.011367170066854716,0.022032288980549767,0.014726492391680342
2030,0.01029658980158262,0.03966118957142123,0.012797477394625605,0.024805279676093937,0.016577061500451656
2031,0.011549747177710378,0.04449325450089691,0.014355495344883402,0.02782612136867758,0.01859199503528672
2032,0.012910939172936932,0.04974355342711432,0.016047989613820462,0.031108006825069173,0.020779783042939176
2033,0.01438560446233721,0.055433526379554045,0.017881766792925236,0.034664218867438285,0.023148929636354242
2034,0.015979186353447673,0.06158469417034993,0.01986364515435539,0.0385080739297572,0.025707914087173288
2035,0.017697106924145136,0.06821856052660777,0.022000422644431018,0.04265286017413714,0.028465148290123126
2036,0.01954473905649714,0.07535650640485535,0.02429884228048681,0.04711177057735747,0.031428930692679366
2037,0.021527376143310697,0.08301967549992567,0.02676555466022213,0.05189783039407587,0.0346073963960514
2038,0.023650199147382266,0.09122884945834567,0.029407077162673333,0.057023818142016146,0.038008463044455335
2039,0.02591824076947941,0.10000431165867571,0.032229749519758814,0.06250217945676134,0.04163977221139777
2040,0.028336347058906478,0.10936570126374268,0.0352396862053299,0.06834493471462363,0.04550862660524315
2041,0.030909136518240985,0.11933185783178046,0.038442725709783465,0.07456358054702739,0.0496219231316843
2042,0.033640956673208475,0.12992065634657773,0.04184437665798086,0.08116898514054337,0.05398608178074611
2043,0.036535838157121005,0.14114883288675198,0.045449760829538104,0.08817127741359049,0.058606970402442345
2044,0.03959744639936549,0.15303180131588823,0.04926355319023344,0.09557973025474138,0.06348982549600779
2045,0.0428290309905912,0.16558346123845416,0.05328991901744582,0.10340263795489447,0.06863916914752599
2046,0.04623337287995644,0.1788159978338714,0.05753244830829401,0.11164718816964005,0.07405872235871627
2047,0.049812729616028194,0.1927396744044099,0.06199408772925304,0.12031932888401554,0.0797513150968361
2048,0.053568778761798386,0.2073626179367639,0.06667707025654912,0.12942363066704307,0.08571879337988654
2049,0.05750255969475331,0.22269059830993815,0.07158284275827041,0.1389631447028252,0.09196192382916324
2050,0.06161441444661819,0.23872680410862482,0.07671199234582082,0.14893925812962797,0.09848029651780767
2051,0.0659039280860608,0.25547161707499777,0.08206417211919644,0.15935154785966874,0.1052722268769224
2052,0.07036986913666411,0.27292238705450256,0.08763802691171627,0.17019763403329374,0.1123346574727547
2053,0.075010130612202,0.2910732096571662,0.09343111975285824,0.18147303448124863,0.11966306060234988
2054,0.07982167232604054,0.30991470913559716,0.09943985986121041,0.1931710217551228,0.1272513427798786
2055,0.08480046519419805,0.3294338291884714,0.10565943305737349,0.20528248444767577,0.13509175230432058
2056,0.08994143833090291,0.3496136347063455,0.11208373558582377,0.21779579471952656,0.14317479122556986
2057,0.09523842980565458,0.3704331277354235,0.11870531242228903,0.23069668412374716,0.15148913314474793
2058,0.10068414195599364,0.3918670809219716,0.12551530117344092,0.24396812991084188,0.16002154838211557
2059,0.10627010221854886,0.4138858919717397,0.13250338276126256,0.25759025416181847,0.16875683815130987
2060,0.11198663061191783,0.4364554636010831,0.1396577403001179,0.27154023843686653,0.17767777950815528
2061,0.11782281498345526,0.4595371132126534,0.14696502754612378,0.2857922566163383,0.18676508289035898
2062,0.12376649515595455,0.4830875166014792,0.15441034832763945,0.3003174286720494,0.19599736411303767
2063,0.12980425741184295,0.5070586919150107,0.16197724874597613,0.31508379861547836,0.20535113278087683
2064,0.13592144070389497,0.5313980297762113,0.16964772387388316,0.3300563397878237,0.214800799065116
2065,0.14210215515690683,0.5560483701514556,0.17740223964021845,0.34519698929642006,0.22431870057476094
2066,0.1483293138455218,0.5809481293824664,0.1852197711214359,0.36046471407030983,0.2338751511015952
2067,0.1545846789251311,0.6060314815715794,0.19307785857794293,0.3758156111121459,0.24343851295165186
2068,0.16084892286409433,0.6312285965945487,0.20095268216192474,0.3912030439308107,0.25297529438105987
2069,0.16710170543332126,0.6564659367402894,0.20881915610972465,0.40657781689788,0.2624502734644698
2070,0.17332176754558287,0.6816666172817385,0.21665104378316719,0.4218883898358189,0.2718266495895172
2071,0.17948704251696349,0.7067508333564229,0.2244210942740283,0.437081134178316,0.2810662234094491
2072,0.18557478497717644,0.7316363538480838,0.23210120085555527,0.4521006313263326,0.29012960571275104
2073,0.1915617172749477,0.7562390811265082,0.23966258109164423,0.4668900130300808,0.29897645524600214
2074,0.19742419298250652,0.7804736746784643,0.2470759781153537,0.48139134302136233,0.30756574508041046
2075,0.20313837726004075,0.8042542385755782,0.25431188279054057,0.4955460391069166,0.3158560566902906
2076,0.20868044324620322,0.8274950697191418,0.26134077572979353,0.5092953337330945,0.3238059003227852
2077,0.2140267831947565,0.8501114618488862,0.26813338758818295,0.5225807700433435,0.33137405964119543
2078,0.21915423283215765,0.872020559736699,0.2746609757511643,0.5353447297566698,0.33851995803423085
2079,0.22404030700931116,0.8931422564123628,0.28089561503767496,0.5475309882511648,0.3452040433510305
2080,0.22866344401254424,0.9134001226635834,0.2868104991578724,0.5590852908182936,0.3513881871337159
2081,0.23300325569629812,0.9327223578027449,0.292380249417588,0.5699559434176532,0.35703609381982265
2082,0.2370407802962825,0.9510427497282818,0.29758122678709514,0.5800944104829804,0.36211371479208304
2083,0.24075873443966847,0.9683016310161875,0.30239184302886424,0.5894559115142957,0.3665896615890161
2084,0.2441417605518553,0.9844468165472882,0.3067928661870201,0.598000007445979,0.37043561208385484
2085,0.24717666554748094,0.9994345068412874,0.31076771535516284,0.6056911670860503,0.37362670300609085
2086,0.24985264652675682,1.0132301407278852,0.3143027394344985,0.6124993035035781,0.376141901859656
2087,0.2521614990928163,1.0258091806438645,0.31738747446523125,0.6184002699800882,0.37796435108894244
2088,0.2540978040075678,1.0371578146433078,0.32001487424383396,0.6233763052709131,0.3790816772983329
2089,0.25565908793295233,1.0472735592520581,0.322181508976203,0.6274164180234331,0.37948625841415873
2090,0.2568459537510277,1.0561657451574045,0.3238877263978412,0.6305166999559085,0.3791754418697106
2091,0.25766217646607015,1.0638558703575332,0.3251377704287754,0.6326805584230477,0.37815170736925635
2092,0.2581147611732036,1.0703778075106902,0.325939853030026,0.6339188600714397,0.3764227684273163
2093,0.25821396020346693,1.0757778549680455,0.32630617570634496,0.6342499786849098,0.3740016077134247
2094,0.2579732471402434,1.0801146231237433,0.3262528978252091,0.6336997417510563,0.3709064422280532
2095,0.25740924571971746,1.0834587477744089,0.32580004931018763,0.6323012713921303,0.3671606154474392
2096,0.2565416126826698,1.0858924268756522,0.32497138657731545,0.6300947176263455,0.36279241494661424
2097,0.25539287463764654,1.0875087811284248,0.3237941918141551,0.6271268842213649,0.35783481549401475
2098,0.25398822003708593,1.0884110430146101,0.3222990169919824,0.623450749823453,0.3523251491977365
2099,0.252355248352345,1.0887115825869618,0.32051937521926505,0.6191248894108454,0.34630470592274165
2100,0.2505236792840585,1.0885307803987738,0.3184913829679769,0.6142128031342441,0.3398182688242161
